,Review,Rating
10,"[[('Preenchi', 'NOUN'), ('dados', 'NOUN'), ('título', 'NOUN'), ('identificação', 'NOUN'), ('biométrica', 'NOUN'), ('aparece', 'VERB'), ('pop-up', 'NOUN'), ('Atenção', 'NOUN'), ('informação', 'NOUN'), ('botão', 'VERB'), ('ok', 'NOUN')]]",1
11,"[[('Funcionou', 'VERB')]]",5
12,"[[('variar', 'VERB'), ('funciona', 'VERB')], [('Preenchi', 'NOUN'), ('dados', 'NOUN'), ('apresentar', 'VERB'), ('mensagem', 'NOUN'), ('falando', 'VERB'), ('Atenção', 'NOUN'), ('tente', 'VERB'), ('dias', 'NOUN')], [('😠😡', 'NOUN')]]",1
13,"[[('consigo', 'VERB'), ('cadastrar', 'VERB'), ('dados', 'NOUN'), ('pede', 'VERB'), ('tentar', 'VERB')], [('Estou', 'VERB'), ('tentando', 'VERB'), ('mês', 'NOUN')]]",1
14,"[[('integra', 'VERB'), ('cadastro', 'NOUN'), ('biométrico', 'ADJ'), ('realizado', 'VERB')]]",1
15,"[[('Horrivel', 'ADJ'), ('vezes', 'NOUN'), ('mensagem', 'NOUN'), ('ocorreu', 'VERB'), ('erro', 'NOUN'), ('sistema', 'NOUN'), ('consegui', 'VERB'), ('acessar', 'VERB'), ('informações', 'NOUN'), ('pessimo', 'ADJ'), ('app..', 'NOUN')]]",1
16,"[[('funciona', 'VERB')], [('Diz', 'VERB'), ('ocorreu', 'VERB'), ('erro', 'NOUN')]]",1
17,"[[('Aplicativo', 'ADJ'), ('útil', 'ADJ'), ('votações', 'NOUN'), ('liberação', 'NOUN'), ('ANAC', 'NOUN'), ('usar', 'VERB'), ('identificação', 'NOUN'), ('check-in', 'NOUN'), ('vôos', 'NOUN')]]",5
18,"[[('propaganda', 'NOUN'), ('governo', 'NOUN'), ('é', 'VERB'), ('fez', 'VERB'), ('identificação', 'NOUN'), ('biométrica', 'NOUN'), ('faz', 'VERB'), ('e-titulo', 'NOUN'), ('facilidade', 'NOUN')], [('é', 'VERB')], [('é', 'VERB'), ('tosco', 'ADJ')], [('informar', 'VERB'), ('data', 'NOUN'), ('nascimento', 'NOUN'), ('digitar', 'VERB'), ('barras', 'NOUN')]]",2
19,"[[('Está', 'VERB'), ('informando', 'VERB'), ('erros', 'NOUN'), ('reconhecimento', 'NOUN'), ('dados', 'NOUN')]]",1
20,"[[('Funcionou', 'VERB'), ('parabéns', 'NOUN')], [('sigam', 'VERB'), ('caminho', 'NOUN'), ('documentos', 'NOUN')]]",5
21,"[[('Tá', 'VERB'), ('dando', 'VERB'), ('ódio', 'NOUN')], [('Preencho', 'NOUN'), ('dados', 'NOUN'), ('fala', 'VERB'), ('eleitor', 'NOUN'), ('encontrado', 'VERB')], [('sei', 'VERB'), ('é', 'VERB'), ('fiz', 'VERB'), ('título', 'NOUN'), ('dia', 'NOUN'), ('18/05/18', 'NOUN'), ('Espero', 'VERB'), ('solução', 'NOUN'), ('tava', 'NOUN'), ('empolgado', 'VERB'), ('decepcionei', 'VERB')]]",1
22,"[[('App', 'NOUN'), ('intuitivo', 'ADJ'), ('funcionou', 'VERB'), ('velocidade', 'NOUN'), ('absurda', 'ADJ')]]",5
23,"[[('Funcionou', 'VERB'), ('cmg', 'NOUN')]]",5
24,"[[('É', 'VERB'), ('interessante', 'ADJ')], [('opinião', 'NOUN'), ('deveria', 'VERB'), ('funcionar', 'VERB'), ('off-line', 'NOUN')]]",3
25,"[[('Brazil', 'NOUN'), ('lixo', 'NOUN')]]",1
26,"[[('Fiz', 'VERB'), ('preenchimento', 'NOUN'), ('aplicativo', 'ADJ'), ('criado', 'VERB'), ('órgão', 'NOUN'), ('público', 'ADJ'), ('brasileiro', 'ADJ'), ('apresentou', 'VERB'), ('seguintes', 'ADJ'), ('avisos', 'NOUN'), ('Atenção', 'NOUN'), ('Tente', 'VERB')], [('conexão', 'NOUN'), ('Favor', 'NOUN'), ('comparecer', 'VERB'), ('Tribunal', 'NOUN'), ('eleitoral', 'ADJ'), ('Há', 'VERB'), ('erros', 'NOUN'), ('divergentes', 'NOUN'), ('Acabei', 'VERB'), ('entrar', 'VERB'), ('site', 'NOUN'), ('TSE', 'NOUN'), ('é', 'VERB'), ('erros', 'NOUN'), ('cadastro', 'NOUN')], [('🏃\u200d♂️🏃\u200d♂️🏃\u200d♂️', 'NOUN'), ('desse', 'VERB'), ('aplicativo', 'ADJ')]]",1
27,"[[('lixo', 'NOUN')], [('Coloquei', 'VERB'), ('informações', 'NOUN'), ('vezes', 'NOUN'), ('diz', 'VERB'), ('eleitor', 'NOUN'), ('encontrado', 'VERB')], [('erro', 'NOUN'), ('programa', 'NOUN'), ('apaga', 'NOUN'), ('primeiro', 'ADJ'), ('dígito', 'NOUN'), ('inscrição', 'NOUN'), ('começa', 'VERB'), ('caso', 'NOUN')], [('facilitador', 'NOUN')], [('propaganda', 'NOUN')], []]",1
28,"[[('aplicativo', 'ADJ'), ('criado', 'VERB'), ('órgão', 'NOUN'), ('público', 'ADJ')], [('deve', 'VERB'), ('funcionar', 'VERB'), ('FUNCIONA', 'NOUN'), ('SIM', 'NOUN')], [('Carregou', 'VERB'), ('dados', 'NOUN'), ('rapidinho', 'NOUN'), ('emite', 'NOUN'), ('certidão', 'NOUN'), ('crimes', 'NOUN'), ('eleitorais', 'ADJ'), ('local', 'NOUN'), ('votação..', 'NOUN'), ('nota', 'NOUN')]]",5
29,"[[('continuo', 'VERB'), ('tendo', 'VERB'), ('problemas', 'NOUN')], [('biometria', 'NOUN'), ('processamento', 'NOUN')], [('suporte', 'NOUN'), ('encerrando', 'VERB'), ('chamado', 'ADJ'), ('resolvido', 'VERB'), ('resolveu', 'VERB'), ('e-Titulo', 'NOUN'), ('estar', 'VERB'), ('completo', 'ADJ'), ('creio', 'VERB'), ('estar', 'VERB'), ('deixando', 'VERB'), ('inscrição', 'NOUN'), ('mesário', 'NOUN'), ('eterno', 'NOUN'), ('processamento', 'NOUN')]]",1
30,"[[('Precisa', 'VERB'), ('Internet', 'NOUN'), ('acessar', 'VERB')]]",1
31,"[[('funcionou', 'VERB'), ('gostaria', 'VERB'), ('saber', 'VERB'), ('objetivo', 'NOUN'), ('vou', 'VERB'), ('levar', 'VERB'), ('celular', 'ADJ'), ('votar', 'VERB'), ('precisar', 'VERB'), ('documento', 'NOUN')]]",4
32,"[[('Funciona', 'VERB')], [('digite', 'NOUN'), ('dados', 'NOUN'), ('titulo', 'NOUN'), ('segundos', 'NOUN'), ('palma', 'NOUN'), ('mão', 'NOUN')], [(':3', 'NOUN')]]",5
33,"[[('Horrível', 'ADJ'), ('ñ', 'NOUN'), ('consegui', 'VERB'), ('acessar', 'VERB'), ('título', 'NOUN'), ('QR', 'NOUN'), ('CODE', 'NOUN'), ('banco', 'NOUN'), ('dados', 'NOUN'), ('bugs', 'NOUN')]]",1
34,"[[('É', 'VERB'), ('brincadeira', 'NOUN')], [('criado', 'VERB'), ('instituição', 'NOUN'), ('pública', 'ADJ'), ('Brasill', 'NOUN'), ('QUE', 'NOUN'), ('FUNCIONA', 'NOUN'), ('VERDADE', 'NOUN')], [('pode', 'VERB'), ('ser', 'VERB')], [('Devo', 'VERB'), ('estar', 'VERB'), ('AI', 'NOUN')], [], [('e-Título', 'NOUN'), ('instalou', 'VERB'), ('problemas', 'NOUN'), ('ocupa', 'VERB'), ('memória', 'NOUN'), ('olha', 'VERB'), ('JÁ', 'NOUN'), ('GEROU', 'NOUN'), ('TÍTULO', 'NOUN')], [('Foi', 'VERB'), ('alimentar', 'VERB'), ('dados', 'NOUN'), ('pimba', 'NOUN')], [('Emite', 'NOUN'), ('certidão', 'NOUN'), ('quitação', 'NOUN')], [('faltava', 'VERB'), ('resto', 'NOUN'), ('autarquias', 'NOUN'), ('tomarem', 'VERB'), ('vergonha', 'NOUN'), ('cara', 'NOUN'), ('fazerem', 'VERB'), ('documentos', 'NOUN'), ('públicos', 'ADJ')], [('junta', 'NOUN'), ('reconhecimento', 'NOUN'), ('facial', 'ADJ'), ('básico', 'ADJ'), ('conectividades', 'NOUN'), ('interações', 'NOUN'), ('opcionais', 'ADJ'), ('aspectos', 'NOUN'), ('vida', 'NOUN'), ('cidadão', 'NOUN'), ('CTPS', 'NOUN'), ('CNH', 'NOUN'), ('score', 'NOUN'), ('crédito', 'NOUN'), ('unifica', 'NOUN'), ('mum', 'NOUN'), ('deixa', 'VERB'), ('brasileiro', 'NOUN'), ('feliz', 'ADJ'), ('MUDÉINO', 'NOUN')], [('XD', 'NOUN')]]",5
35,"[[('direito', 'NOUN'), ('dessa', 'VERB'), ('atualização', 'NOUN'), ('ok', 'NOUN')]]",5
36,"[[('competência', 'NOUN'), ('deve', 'VERB'), ('ter', 'VERB'), ('sido', 'VERB'), ('feito', 'VERB'), ('SERPRO', 'NOUN')]]",5
37,"[[('Funciona', 'VERB'), ('segurança', 'NOUN'), ('caso', 'NOUN'), ('celular', 'ADJ'), ('roubado', 'VERB'), ('vc', 'NOUN'), ('apagar', 'VERB'), ('dados', 'NOUN'), ('pode', 'VERB'), ('ter', 'VERB'), ('acesso', 'NOUN'), ('informações', 'NOUN')]]",3
38,"[[('é', 'VERB'), ('funciona', 'VERB')]]",5
39,"[[('Funciona', 'VERB'), ('idea', 'NOUN'), ('legal', 'ADJ'), ('poderia', 'VERB'), ('ser', 'VERB'), ('integrado', 'VERB'), ('apps', 'NOUN'), ('documentos', 'NOUN'), ('digitais', 'ADJ'), ('exemplo', 'NOUN'), ('CNH', 'NOUN')], [('Seeia', 'NOUN'), ('legal', 'ADJ'), ('tambem', 'VERB'), ('opçao', 'NOUN'), ('trocar', 'VERB'), ('zona', 'NOUN'), ('eleitoral', 'ADJ')]]",5
40,"[[('Funciona', 'VERB'), ('faz', 'VERB'), ('diz', 'VERB'), ('é', 'VERB'), ('documento', 'NOUN'), ('físico', 'ADJ'), ('lidar', 'VERB')]]",5
41,"[[('funciona', 'VERB')]]",1
42,"[[('Chega', 'VERB'), ('dar', 'VERB'), ('vontade', 'NOUN'), ('procurar', 'VERB'), ('dinheiro', 'NOUN'), ('investido', 'VERB'), ('fazer', 'VERB')]]",2
43,"[[('funciona', 'VERB')]]",1
44,"[[('Fala', 'VERB'), ('ta', 'NOUN'), ('errado', 'VERB'), ('ir', 'VERB'), ('ate', 'NOUN'), ('cartorio', 'NOUN'), ('eleitoral', 'ADJ'), ('pq', 'NOUN'), ('acabei', 'VERB'), ('tirar', 'VERB'), ('titulo', 'NOUN')]]",1
45,"[[('problema', 'NOUN')]]",5
46,"[[('bom', 'ADJ'), ('funciona', 'VERB'), ('direitinho', 'NOUN'), ('é', 'VERB'), ('claro', 'ADJ'), ('sido', 'VERB'), ('cadastrado', 'VERB'), ('identificação', 'NOUN'), ('biométrica', 'NOUN')]]",5
47,"[[('consigo', 'VERB'), ('logar', 'VERB'), ('diz', 'VERB'), ('existo', 'NOUN'), ('cadastro', 'NOUN')]]",1
48,"[[('funciona', 'VERB'), ('feijoada', 'NOUN')]]",1
49,"[[('droga', 'NOUN'), ('biometria', 'NOUN'), ('pronta', 'ADJ'), ('coloquei', 'VERB'), ('dados', 'NOUN'), ('diz', 'VERB'), ('encontrada', 'VERB'), ('devo', 'VERB'), ('ser', 'VERB'), ('morto', 'VERB'), ('justiça', 'NOUN'), ('eleitoral', 'ADJ'), ('votar', 'VERB'), ('justificar', 'VERB'), ('passo', 'NOUN'), ('existir', 'VERB')], [('Pobre', 'ADJ'), ('Brasil', 'NOUN')], []]",1
50,"[[('problemas', 'NOUN')], [('Perfeito', 'NOUN'), ('função', 'NOUN')]]",5
51,"[[('Simples', 'ADJ'), ('funcional', 'NOUN')]]",5
52,"[[('aplicativo', 'ADJ'), ('der', 'VERB'), ('erro', 'NOUN'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('é', 'VERB'), ('reiniciar', 'VERB'), ('aparelho', 'NOUN'), ('instalação', 'NOUN')]]",4
53,"[[('diz', 'VERB'), ('título', 'NOUN'), ('ah', 'NOUN'), ('fala', 'VERB'), ('sério', 'ADJ')], [('fiz', 'VERB'), ('biometria', 'NOUN')]]",1
54,"[[('aplicativo', 'ADJ'), ('fala', 'VERB'), ('q', 'NOUN'), ('nao', 'NOUN'), ('existo', 'NOUN'), ('dadoso', 'ADJ'), ('inseridos', 'VERB')]]",1
55,"[[('faz', 'VERB'), ('funciona', 'VERB'), ('nao', 'NOUN'), ('achou', 'VERB')]]",1
56,"[[('dever', 'VERB')]]",5
57,"[[('funciona', 'VERB'), ('diz', 'VERB'), ('conseguiu', 'VERB'), ('conectar', 'VERB'), ('servidor', 'ADJ')], [('Péssimo', 'ADJ')]]",1
58,"[[('Diz', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('celular', 'ADJ'), ('conectado', 'VERB'), ('wi-fi', 'NOUN'), ('4G', 'NOUN')]]",1
59,"[[('Ruim', 'NOUN')]]",1
60,"[[('forma', 'NOUN'), ('trocar', 'VERB'), ('foto', 'NOUN')], [('😂😂', 'NOUN')]]",4
61,"[[('comerciais', 'ADJ'), ('desta', 'NOUN'), ('aplicação', 'NOUN'), ('começam', 'VERB'), ('dizendo', 'VERB'), ('pode', 'VERB'), ('ser', 'VERB'), ('usada', 'VERB'), ('perdeu', 'VERB'), ('título', 'NOUN'), ('eleitor', 'NOUN')], [('perdeu', 'VERB'), ('título', 'NOUN'), ('eleitor', 'NOUN'), ('pode', 'VERB'), ('lembrar', 'VERB'), ('número', 'NOUN'), ('inscrição', 'NOUN'), ('título', 'NOUN')], [('aplicação', 'NOUN'), ('pede', 'VERB'), ('nome', 'NOUN'), ('pessoa', 'NOUN'), ('data', 'NOUN'), ('nascimento', 'NOUN'), ('nomes', 'NOUN'), ('pai', 'NOUN'), ('mãe', 'NOUN'), ('precisa', 'VERB'), ('número', 'NOUN'), ('inscrição', 'NOUN'), ('eleitor', 'NOUN')]]",3
62,"[[('ideia', 'NOUN'), ('excepcional', 'ADJ'), ('execução', 'NOUN'), ('desastrosa', 'ADJ')], [('APP', 'NOUN'), ('dá', 'VERB'), ('erro', 'NOUN'), ('d', 'NOUN'), ('verificar', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('WiFi', 'NOUN'), ('3/4G', 'NOUN'), ('ativos', 'NOUN')], [('Exige', 'VERB'), ('número', 'NOUN'), ('título', 'NOUN'), ('p', 'NOUN'), ('acessar', 'VERB'), ('APP', 'NOUN'), ('sendo', 'VERB'), ('q', 'NOUN'), ('internet', 'NOUN'), ('conseguimos', 'VERB'), ('consultar', 'VERB'), ('número', 'NOUN'), ('título', 'NOUN'), ('nm', 'NOUN'), ('completo', 'ADJ'), ('dt', 'NOUN'), ('nascimento', 'NOUN'), ('nm', 'NOUN'), ('mãe', 'NOUN')], [('App', 'NOUN'), ('ruim', 'ADJ')]]",1
63,"[[('Aplicativo', 'ADJ'), ('acessa', 'VERB')], [('erro', 'NOUN')]]",1
64,"[[('Diz', 'VERB'), ('acesso', 'NOUN'), ('internet', 'NOUN')], [('Pior', 'ADJ'), ('propaganda', 'NOUN'), ('rede', 'NOUN'), ('nacional', 'ADJ'), ('funciona', 'VERB'), ('vergonha', 'NOUN')]]",1
65,"[[('Coloquem', 'VERB'), ('opção', 'NOUN'), ('pesquisar', 'VERB'), ('número', 'NOUN'), ('título', 'NOUN'), ('vai', 'VERB'), ('ser', 'VERB'), ('ferramenta', 'VERB'), ('útil', 'ADJ')]]",3
66,"[[('abro', 'NOUN'), ('aplicativo', 'ADJ'), ('fica', 'VERB'), ('tela', 'NOUN'), ('bramca', 'NOUN')], [('aplicativo', 'ADJ'), ('contém', 'VERB'), ('erros', 'NOUN'), ('responsáveis', 'ADJ'), ('devem', 'VERB'), ('arrumar', 'VERB')]]",1
67,"[[('Comigo', 'NOUN'), ('funcionou', 'VERB')], [('colocam', 'VERB'), ('prints', 'NOUN'), ('Google', 'NOUN'), ('play', 'NOUN'), ('rodando', 'VERB'), ('iOS', 'NOUN')]]",1
68,"[[('Coloco', 'NOUN'), ('dados', 'NOUN'), ('aparece', 'VERB'), ('mensagem', 'NOUN'), ('eleitor', 'NOUN'), ('encontrado', 'VERB')], [('Verifiquei', 'VERB'), ('dados', 'NOUN'), ('vez', 'NOUN'), ('certo', 'ADJ'), ('consigo', 'VERB'), ('usar', 'VERB')]]",1
69,"[[('TSE', 'NOUN'), ('faz', 'VERB'), ('propaganda', 'NOUN'), ('desse', 'VERB'), ('passar', 'VERB'), ('vergonha', 'NOUN')], [('preenchimento', 'NOUN'), ('dados', 'NOUN'), ('aparece', 'VERB'), ('mensagem', 'NOUN'), ('verifique', 'VERB'), ('conexão', 'NOUN'), ('estando', 'VERB'), ('wi-fi', 'NOUN'), ('ligado', 'VERB')], [('vejo', 'NOUN'), ('comentário', 'NOUN'), ('repete', 'VERB'), ('vezes', 'NOUN'), ('pessoas', 'NOUN'), ('datas', 'NOUN'), ('divergentes', 'NOUN'), ('deveria', 'VERB'), ('ter', 'VERB'), ('sido', 'VERB'), ('concertado', 'VERB'), ('empresa', 'NOUN'), ('responsável', 'ADJ')], [('confiar', 'VERB'), ('processo', 'NOUN'), ('eleitoral', 'ADJ'), ('digital', 'ADJ'), ('TSE', 'NOUN'), ('é', 'VERB'), ('capaz', 'ADJ'), ('desenvolver', 'VERB'), ('simples', 'ADJ')], [('TSE', 'NOUN'), ('deve', 'VERB'), ('explicação', 'NOUN'), ('formal', 'ADJ'), ('baixaram', 'VERB'), ('aplicativo', 'ADJ'), ('frustaram', 'VERB')], [('É', 'VERB'), ('mínimo', 'ADJ'), ('espera', 'VERB'), ('órgãos', 'NOUN'), ('importantes', 'ADJ'), ('democracia', 'NOUN'), ('brasileira', 'ADJ')]]",1
70,"[[('é', 'VERB'), ('bom', 'ADJ'), ('foto', 'NOUN'), ('ta', 'NOUN'), ('horrível', 'ADJ'), ('kkkk', 'NOUN'), ('uso', 'NOUN'), ('pau', 'NOUN'), ('kkk', 'NOUN')]]",5
71,"[[('Aparece', 'VERB'), ('pop-up', 'NOUN'), ('escrito', 'VERB'), ('Atenção', 'NOUN')]]",1
72,"[[('funciona', 'VERB'), ('acha', 'VERB'), ('cadastro', 'NOUN')]]",1
73,"[[('diz', 'VERB'), ('eleitor', 'NOUN'), ('encontrado', 'VERB')], [('reescrevi', 'VERB'), ('dados', 'NOUN'), ('funcionar', 'VERB')]]",1
74,"[[('Hahaha', 'NOUN'), ('trava', 'VERB'), ('%', 'NOUN')]]",1
75,"[[('adicionar', 'VERB'), ('informações', 'NOUN'), ('pop', 'NOUN'), ('up', 'NOUN'), ('nome', 'NOUN'), ('atenção', 'NOUN'), ('aparece', 'VERB'), ('escrito', 'VERB'), ('disso', 'NOUN'), ('Chequei', 'VERB'), ('informações', 'NOUN'), ('iguais', 'ADJ'), ('uso', 'NOUN'), ('internet', 'NOUN'), ('fazer', 'VERB'), ('consultas', 'NOUN')]]",1
76,"[[('promete', 'VERB')]]",5
77,"[[('versão', 'NOUN'), ('digital', 'ADJ'), ('título', 'NOUN'), ('eleitor', 'NOUN')], [('👌', 'NOUN')]]",5
78,"[[('Prático', 'ADJ'), ('eficiente', 'ADJ')]]",5
79,"[[('Funciona', 'VERB')]]",5
80,"[[('conectou', 'VERB'), ('vamos', 'VERB'), ('ver', 'VERB'), ('dia', 'NOUN'), ('acontece', 'VERB')]]",3
81,"[[('informar', 'VERB'), ('dados', 'NOUN'), ('diz', 'VERB'), ('conexão', 'NOUN')]]",1
82,"[[('fala', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN')], [('salvar', 'VERB'), ('dados', 'NOUN')], [('pena', 'NOUN'), ('é', 'VERB'), ('excelente', 'ADJ'), ('ideia', 'NOUN')]]",1
83,"[[('funcionou', 'VERB'), ('boa', 'ADJ')]]",5
84,"[[('App', 'NOUN'), ('bom', 'ADJ'), ('problemas', 'NOUN')]]",4
85,"[[('justiça', 'NOUN'), ('eleitoral', 'ADJ'), ('brasileira', 'ADJ'), ('investe', 'VERB'), ('coisa', 'NOUN'), ('investe', 'VERB'), ('credibilidade', 'NOUN')]]",1
86,"[[('erro', 'NOUN'), ('conexão', 'NOUN'), ('internet', 'NOUN')]]",1
87,"[[('abre', 'VERB'), ('fica', 'VERB'), ('tela', 'NOUN'), ('branca', 'ADJ'), ('APP', 'NOUN'), ('funcionar', 'VERB'), ('vai', 'VERB'), ('ser', 'VERB'), ('boa', 'ADJ')]]",1
88,"[[('Aparece', 'VERB'), ('numero', 'NOUN'), ('inscricao', 'NOUN'), ('invalido', 'VERB'), ('sendo', 'VERB'), ('correto', 'ADJ')]]",1
89,"[[('Funciona', 'VERB')]]",5
90,"[[('Péssimo', 'ADJ'), ('App', 'NOUN')], [('preenchimento', 'NOUN'), ('dados', 'NOUN'), ('cadastrais', 'ADJ'), ('consta', 'VERB'), ('mensagem', 'NOUN'), (""'Atenção"", 'NOUN')]]",1
91,"[[('instável', 'ADJ'), ('apresenta', 'VERB'), ('mensagem', 'NOUN'), ('conexão', 'NOUN'), ('tento', 'VERB'), ('fazer', 'VERB'), ('login', 'NOUN')]]",1
92,"[[('Pessimo', 'ADJ')]]",1
93,"[[('App', 'NOUN'), ('bosta', 'NOUN'), ('presta', 'NOUN'), ('governo', 'NOUN'), ('presta', 'NOUN')]]",1
94,"[[('proposta', 'NOUN'), ('boa', 'ADJ'), ('erro', 'NOUN')], [('Diz', 'VERB'), ('verificar', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('aparelho', 'NOUN'), ('conectado', 'VERB'), ('via', 'NOUN'), ('wi-fi', 'NOUN')]]",1
95,"[[('Diz', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('4G', 'NOUN'), ('Wi-fi', 'NOUN')], [('UX', 'NOUN'), ('ruim', 'ADJ')], [('Nao', 'NOUN'), ('opção', 'NOUN'), ('lembrar', 'VERB'), ('número', 'NOUN'), ('título', 'NOUN'), ('site', 'NOUN'), ('oferece', 'VERB'), ('recurso', 'NOUN'), ('nome', 'NOUN'), ('completo', 'ADJ'), ('data', 'NOUN'), ('nascimento', 'NOUN'), ('permite', 'VERB'), ('lembrar', 'VERB')]]",1
96,"[[('Está', 'VERB'), ('dando', 'VERB'), ('erro', 'NOUN'), ('conexão', 'NOUN')], [('TSE', 'NOUN'), ('faz', 'VERB'), ('propaganda', 'NOUN'), ('tv', 'NOUN'), ('desse', 'VERB'), ('defeituoso', 'ADJ')]]",1
97,"[[('consegui', 'VERB'), ('acesso', 'NOUN')], [('Informa', 'VERB'), ('verificar', 'VERB'), ('acesso', 'NOUN'), ('Internet', 'NOUN')]]",1
98,"[[('aparece', 'VERB'), ('conexão', 'NOUN'), ('internet', 'NOUN')]]",1
99,"[[('nao', 'NOUN'), ('funciona', 'VERB'), ('erro', 'NOUN'), ('conexão', 'NOUN'), ('internet', 'NOUN'), ('sendo', 'VERB'), ('testei', 'VERB'), ('redes', 'NOUN')]]",1
