83743;26/03/2012;1200;0;
83743;27/03/2012;1200;0;
83743;28/03/2012;1200;0;
83743;29/03/2012;1200;9.6;
83743;30/03/2012;1200;0.5;
83743;31/03/2012;1200;0;
83743;01/04/2012;1200;0;
83743;02/04/2012;1200;0;
83743;03/04/2012;1200;0;
83743;04/04/2012;1200;0;
83743;05/04/2012;1200;3.5;
83743;06/04/2012;1200;0;
83743;07/04/2012;1200;0;
83743;08/04/2012;1200;0;
83743;09/04/2012;1200;0;
83743;10/04/2012;1200;15.9;
83743;11/04/2012;1200;0;
83743;12/04/2012;1200;0;
83743;13/04/2012;1200;0;
83743;14/04/2012;1200;0;
83743;15/04/2012;1200;0;
83743;16/04/2012;1200;8.6;
83743;17/04/2012;1200;1.3;
83743;18/04/2012;1200;0;
83743;19/04/2012;1200;0;
83743;20/04/2012;1200;0;
83743;21/04/2012;1200;0;
83743;22/04/2012;1200;4.6;
83743;23/04/2012;1200;4.9;
83743;24/04/2012;1200;0;
83743;25/04/2012;1200;0;
83743;26/04/2012;1200;0;
83743;27/04/2012;1200;0;
83743;28/04/2012;1200;0;
83743;29/04/2012;1200;3.7;
83743;30/04/2012;1200;2.9;
83743;01/05/2012;1200;42;
83743;02/05/2012;1200;11;
83743;03/05/2012;1200;0.4;
83743;04/05/2012;1200;0.8;
83743;05/05/2012;1200;0;
83743;06/05/2012;1200;0;
83743;07/05/2012;1200;0;
83743;08/05/2012;1200;7.5;
83743;09/05/2012;1200;0;
83743;10/05/2012;1200;0;
83743;11/05/2012;1200;0;
83743;12/05/2012;1200;0;
83743;13/05/2012;1200;0;
83743;14/05/2012;1200;17.3;
83743;15/05/2012;1200;21.9;
83743;16/05/2012;1200;2.3;
83743;17/05/2012;1200;17.5;
83743;18/05/2012;1200;5.6;
83743;19/05/2012;1200;0;
83743;20/05/2012;1200;0;
83743;21/05/2012;1200;0;
83743;22/05/2012;1200;0;
83743;23/05/2012;1200;0;
83743;24/05/2012;1200;0;
83743;25/05/2012;1200;0;
83743;26/05/2012;1200;0;
83743;27/05/2012;1200;2.5;
83743;28/05/2012;1200;0;
83743;29/05/2012;1200;0;
83743;30/05/2012;1200;0;
83743;31/05/2012;1200;0;
83743;01/06/2012;1200;0;
83743;02/06/2012;1200;0.6;
83743;03/06/2012;1200;0;
83743;04/06/2012;1200;0;
83743;05/06/2012;1200;0;
83743;06/06/2012;1200;3.3;
83743;07/06/2012;1200;4.7;
83743;08/06/2012;1200;11.8;
83743;09/06/2012;1200;4.1;
83743;10/06/2012;1200;3.2;
83743;11/06/2012;1200;0;
83743;12/06/2012;1200;4.1;
83743;13/06/2012;1200;0;
83743;14/06/2012;1200;0;
83743;15/06/2012;1200;0;
83743;16/06/2012;1200;0;
83743;17/06/2012;1200;0;
83743;18/06/2012;1200;0;
83743;19/06/2012;1200;0;
83743;20/06/2012;1200;0;
83743;21/06/2012;1200;4.7;
83743;22/06/2012;1200;32.7;
83743;23/06/2012;1200;0;
83743;24/06/2012;1200;0;
83743;25/06/2012;1200;0;
83743;26/06/2012;1200;1.9;
83743;27/06/2012;1200;0;
83743;28/06/2012;1200;0;
83743;29/06/2012;1200;0;
83743;30/06/2012;1200;0;
83743;01/07/2012;1200;0;
83743;02/07/2012;1200;0;
83743;03/07/2012;1200;0;
83743;04/07/2012;1200;0;
83743;05/07/2012;1200;0;
83743;06/07/2012;1200;0;
83743;07/07/2012;1200;0;
83743;08/07/2012;1200;0.5;
83743;09/07/2012;1200;6.6;
83743;10/07/2012;1200;0;
83743;11/07/2012;1200;0;
83743;12/07/2012;1200;0;
83743;13/07/2012;1200;13;
83743;14/07/2012;1200;0;
83743;15/07/2012;1200;0;
83743;16/07/2012;1200;0.5;
83743;17/07/2012;1200;0.7;
83743;18/07/2012;1200;2.5;
83743;19/07/2012;1200;1.6;
83743;20/07/2012;1200;0.8;
83743;21/07/2012;1200;0;
83743;22/07/2012;1200;0;
83743;23/07/2012;1200;0;
83743;24/07/2012;1200;0;
83743;25/07/2012;1200;0;
83743;26/07/2012;1200;0;
83743;27/07/2012;1200;0;
83743;28/07/2012;1200;0;
83743;29/07/2012;1200;0;
83743;30/07/2012;1200;0;
83743;31/07/2012;1200;0;
83743;01/08/2012;1200;0;
83743;02/08/2012;1200;0;
83743;03/08/2012;1200;0;
83743;04/08/2012;1200;0;
83743;05/08/2012;1200;0;
83743;06/08/2012;1200;11;
83743;07/08/2012;1200;0;
83743;08/08/2012;1200;0;
83743;09/08/2012;1200;0;
83743;10/08/2012;1200;0;
83743;11/08/2012;1200;0;
83743;12/08/2012;1200;0;
83743;13/08/2012;1200;0;
83743;14/08/2012;1200;0;
83743;15/08/2012;1200;0.3;
83743;16/08/2012;1200;0;
83743;17/08/2012;1200;0;
83743;18/08/2012;1200;0;
83743;19/08/2012;1200;0;
83743;20/08/2012;1200;0;
83743;21/08/2012;1200;0;
83743;22/08/2012;1200;0;
83743;23/08/2012;1200;0;
83743;24/08/2012;1200;0;
83743;25/08/2012;1200;0;
83743;26/08/2012;1200;0;
83743;27/08/2012;1200;0;
83743;28/08/2012;1200;0;
83743;29/08/2012;1200;6.6;
83743;30/08/2012;1200;0;
83743;31/08/2012;1200;0;
83743;01/09/2012;1200;0;
83743;02/09/2012;1200;0;
83743;03/09/2012;1200;0;
83743;04/09/2012;1200;1;
83743;05/09/2012;1200;0;
83743;06/09/2012;1200;0;
83743;07/09/2012;1200;0;
83743;08/09/2012;1200;0;
83743;09/09/2012;1200;0;
83743;10/09/2012;1200;0;
83743;11/09/2012;1200;0;
83743;12/09/2012;1200;0;
83743;13/09/2012;1200;0;
83743;14/09/2012;1200;1.6;
83743;15/09/2012;1200;0;
83743;16/09/2012;1200;0;
83743;17/09/2012;1200;0;
83743;18/09/2012;1200;0;
83743;19/09/2012;1200;0;
83743;20/09/2012;1200;0;
83743;21/09/2012;1200;0.8;
83743;22/09/2012;1200;17.4;
83743;23/09/2012;1200;0;
83743;24/09/2012;1200;0;
83743;25/09/2012;1200;0;
83743;26/09/2012;1200;64.7;
83743;27/09/2012;1200;2.4;
83743;28/09/2012;1200;0;
83743;29/09/2012;1200;0;
83743;30/09/2012;1200;0;
83743;01/10/2012;1200;0;
83743;02/10/2012;1200;0;
83743;03/10/2012;1200;0;
83743;04/10/2012;1200;0;
83743;05/10/2012;1200;0;
83743;06/10/2012;1200;0;
83743;07/10/2012;1200;0;
83743;08/10/2012;1200;0;
83743;09/10/2012;1200;0;
83743;10/10/2012;1200;0;
83743;11/10/2012;1200;0;
83743;12/10/2012;1200;17;
83743;13/10/2012;1200;14.1;
83743;14/10/2012;1200;1.6;
83743;15/10/2012;1200;0;
83743;16/10/2012;1200;0;
83743;17/10/2012;1200;0;
83743;18/10/2012;1200;0;
83743;19/10/2012;1200;0;
83743;20/10/2012;1200;0;
83743;21/10/2012;1200;0;
83743;22/10/2012;1200;24;
83743;23/10/2012;1200;0;
83743;24/10/2012;1200;9.7;
83743;25/10/2012;1200;0;
83743;26/10/2012;1200;0;
83743;27/10/2012;1200;0;
83743;28/10/2012;1200;0;
83743;29/10/2012;1200;0;
83743;30/10/2012;1200;0;
83743;31/10/2012;1200;0;
83743;01/11/2012;1200;0;
83743;02/11/2012;1200;0.4;
83743;03/11/2012;1200;1.2;
83743;04/11/2012;1200;0.1;
83743;05/11/2012;1200;0;
83743;06/11/2012;1200;2;
83743;07/11/2012;1200;0;
83743;08/11/2012;1200;0;
83743;09/11/2012;1200;0;
83743;10/11/2012;1200;1.6;
83743;11/11/2012;1200;4.9;
83743;12/11/2012;1200;0;
83743;13/11/2012;1200;0.6;
83743;14/11/2012;1200;36.2;
83743;15/11/2012;1200;8.5;
83743;16/11/2012;1200;3.6;
83743;17/11/2012;1200;3.7;
83743;18/11/2012;1200;4;
83743;19/11/2012;1200;0;
83743;20/11/2012;1200;0.3;
83743;21/11/2012;1200;0.6;
83743;22/11/2012;1200;0;
83743;23/11/2012;1200;0;
83743;24/11/2012;1200;0;
83743;25/11/2012;1200;3.3;
83743;26/11/2012;1200;9.1;
83743;27/11/2012;1200;3.8;
83743;28/11/2012;1200;9.3;
83743;29/11/2012;1200;0;
83743;30/11/2012;1200;0;
83743;01/12/2012;1200;0;
83743;02/12/2012;1200;0;
83743;03/12/2012;1200;3.9;
83743;04/12/2012;1200;0;
83743;05/12/2012;1200;0;
83743;06/12/2012;1200;0;
83743;07/12/2012;1200;0;
83743;08/12/2012;1200;0;
83743;09/12/2012;1200;0;
83743;10/12/2012;1200;0;
83743;11/12/2012;1200;0;
83743;12/12/2012;1200;0.2;
83743;13/12/2012;1200;0.3;
83743;14/12/2012;1200;11.2;
83743;15/12/2012;1200;14.5;
83743;16/12/2012;1200;3;
83743;17/12/2012;1200;3;
83743;18/12/2012;1200;0;
83743;19/12/2012;1200;0;
83743;20/12/2012;1200;0.3;
83743;21/12/2012;1200;0;
83743;22/12/2012;1200;0;
83743;23/12/2012;1200;0;
83743;24/12/2012;1200;0;
83743;25/12/2012;1200;0;
83743;26/12/2012;1200;0;
83743;27/12/2012;1200;0;
83743;28/12/2012;1200;0;
83743;29/12/2012;1200;0;
83743;30/12/2012;1200;0;
83743;31/12/2012;1200;0.6;
